index	block_id	loader_family	x	y	z
214	chipped:crafted_blue_carpet	carpet_ctm	-48	100	-76
215	chipped:crafted_blue_wool	ctm	-46	100	-76
216	chipped:crafted_brown_carpet	carpet_ctm	-44	100	-76
217	chipped:crafted_brown_wool	ctm	-42	100	-76
218	chipped:crafted_cyan_carpet	carpet_ctm	-40	100	-76
219	chipped:crafted_cyan_wool	ctm	-38	100	-76
220	chipped:crafted_gray_carpet	carpet_ctm	-36	100	-76
221	chipped:crafted_gray_wool	ctm	-34	100	-76
222	chipped:crafted_green_carpet	carpet_ctm	-32	100	-76
223	chipped:crafted_green_wool	ctm	-30	100	-76
224	chipped:crafted_light_blue_carpet	carpet_ctm	-28	100	-76
225	chipped:crafted_light_blue_wool	ctm	-26	100	-76
226	chipped:crafted_light_gray_carpet	carpet_ctm	-24	100	-76
227	chipped:crafted_light_gray_wool	ctm	-22	100	-76
228	chipped:crafted_lime_carpet	carpet_ctm	-20	100	-76
229	chipped:crafted_lime_wool	ctm	-18	100	-76
230	chipped:crafted_magenta_carpet	carpet_ctm	-16	100	-76
231	chipped:crafted_magenta_wool	ctm	-14	100	-76
232	chipped:crafted_orange_carpet	carpet_ctm	-12	100	-76
233	chipped:crafted_orange_wool	ctm	-10	100	-76
234	chipped:crafted_pink_carpet	carpet_ctm	-86	100	-74
235	chipped:crafted_pink_wool	ctm	-84	100	-74
236	chipped:crafted_purple_carpet	carpet_ctm	-82	100	-74
237	chipped:crafted_purple_wool	ctm	-80	100	-74
238	chipped:crafted_red_carpet	carpet_ctm	-78	100	-74
239	chipped:crafted_red_wool	ctm	-76	100	-74
240	chipped:crafted_white_carpet	carpet_ctm	-74	100	-74
241	chipped:crafted_white_wool	ctm	-72	100	-74
242	chipped:crafted_yellow_carpet	carpet_ctm	-70	100	-74
243	chipped:crafted_yellow_wool	ctm	-68	100	-74
244	chipped:crated_acacia_planks	ctm	-66	100	-74
245	chipped:crated_bamboo_planks	ctm	-64	100	-74
246	chipped:crated_birch_planks	ctm	-62	100	-74
247	chipped:crated_cherry_planks	ctm	-60	100	-74
248	chipped:crated_crimson_planks	ctm	-58	100	-74
249	chipped:crated_dark_oak_planks	ctm	-56	100	-74
250	chipped:crated_jungle_planks	ctm	-54	100	-74
251	chipped:crated_mangrove_planks	ctm	-52	100	-74
252	chipped:crated_oak_planks	ctm	-50	100	-74
253	chipped:crated_spruce_planks	ctm	-48	100	-74
254	chipped:crated_warped_planks	ctm	-46	100	-74
255	chipped:crimson_planks_panel	ctm	-44	100	-74
256	chipped:curled_black_terracotta	ctm	-42	100	-74
257	chipped:curled_blue_terracotta	ctm	-40	100	-74
258	chipped:curled_brown_terracotta	ctm	-38	100	-74
259	chipped:curled_cyan_terracotta	ctm	-36	100	-74
260	chipped:curled_gray_terracotta	ctm	-34	100	-74
261	chipped:curled_green_terracotta	ctm	-32	100	-74
262	chipped:curled_light_blue_terracotta	ctm	-30	100	-74
263	chipped:curled_light_gray_terracotta	ctm	-28	100	-74
264	chipped:curled_lime_terracotta	ctm	-26	100	-74
265	chipped:curled_magenta_terracotta	ctm	-24	100	-74
266	chipped:curled_orange_terracotta	ctm	-22	100	-74
267	chipped:curled_pink_terracotta	ctm	-20	100	-74
268	chipped:curled_purple_terracotta	ctm	-18	100	-74
269	chipped:curled_red_terracotta	ctm	-16	100	-74
270	chipped:curled_terracotta	ctm	-14	100	-74
271	chipped:curled_white_terracotta	ctm	-12	100	-74
272	chipped:curled_yellow_terracotta	ctm	-10	100	-74
273	chipped:curly_amethyst_block_pillar	pillar	-86	100	-72
274	chipped:curly_ancient_debris_pillar	pillar	-84	100	-72
275	chipped:curly_andesite_pillar	pillar	-82	100	-72
276	chipped:curly_basalt_pillar	pillar	-80	100	-72
277	chipped:curly_blackstone_pillar	pillar	-78	100	-72
278	chipped:curly_blue_ice_pillar	pillar	-76	100	-72
279	chipped:curly_borderless_bricks_pillar	pillar	-74	100	-72
280	chipped:curly_bricks_pillar	pillar	-72	100	-72
281	chipped:curly_calcite_pillar	pillar	-70	100	-72
282	chipped:curly_clay_pillar	pillar	-68	100	-72
283	chipped:curly_coal_block_pillar	pillar	-66	100	-72
284	chipped:curly_cobblestone_pillar	pillar	-64	100	-72
285	chipped:curly_crying_obsidian_pillar	pillar	-62	100	-72
286	chipped:curly_dark_prismarine_pillar	pillar	-60	100	-72
287	chipped:curly_deepslate_pillar	pillar	-58	100	-72
288	chipped:curly_diorite_pillar	pillar	-56	100	-72
289	chipped:curly_dirt_pillar	pillar	-54	100	-72
290	chipped:curly_dripstone_block_pillar	pillar	-52	100	-72
291	chipped:curly_end_stone_pillar	pillar	-50	100	-72
292	chipped:curly_gilded_blackstone_pillar	pillar	-48	100	-72
293	chipped:curly_granite_pillar	pillar	-46	100	-72
294	chipped:curly_ice_pillar	pillar	-44	100	-72
295	chipped:curly_lapis_block_pillar	pillar	-42	100	-72
296	chipped:curly_lodestone_pillar	pillar	-40	100	-72
297	chipped:curly_magma_block_pillar	pillar	-38	100	-72
298	chipped:curly_mossy_cobblestone_pillar	pillar	-36	100	-72
299	chipped:curly_mossy_stone_bricks_pillar	pillar	-34	100	-72
300	chipped:curly_mud_bricks_pillar	pillar	-32	100	-72
301	chipped:curly_mud_pillar	pillar	-30	100	-72
302	chipped:curly_nether_bricks_pillar	pillar	-28	100	-72
303	chipped:curly_netherrack_pillar	pillar	-26	100	-72
304	chipped:curly_obsidian_pillar	pillar	-24	100	-72
305	chipped:curly_packed_ice_pillar	pillar	-22	100	-72
306	chipped:curly_packed_mud_pillar	pillar	-20	100	-72
307	chipped:curly_prismarine_pillar	pillar	-18	100	-72
308	chipped:curly_purpur_block_pillar	pillar	-16	100	-72
309	chipped:curly_quartz_block_pillar	pillar	-14	100	-72
310	chipped:curly_raw_copper_block_pillar	pillar	-12	100	-72
311	chipped:curly_raw_gold_block_pillar	pillar	-10	100	-72
312	chipped:curly_raw_iron_block_pillar	pillar	-86	100	-70
313	chipped:curly_red_nether_bricks_pillar	pillar	-84	100	-70
314	chipped:curly_red_sandstone_pillar	pillar	-82	100	-70
315	chipped:curly_redstone_block_pillar	pillar	-80	100	-70
316	chipped:curly_sandstone_pillar	pillar	-78	100	-70
317	chipped:curly_smooth_stone_pillar	pillar	-76	100	-70
318	chipped:curly_snow_block_pillar	pillar	-74	100	-70
319	chipped:curly_stone_pillar	pillar	-72	100	-70
320	chipped:curly_tuff_pillar	pillar	-70	100	-70
321	chipped:cut_amethyst_block_column	ctm	-68	100	-70
322	chipped:cut_ancient_debris_column	ctm	-66	100	-70
323	chipped:cut_andesite_column	ctm	-64	100	-70
324	chipped:cut_basalt_column	ctm	-62	100	-70
325	chipped:cut_blackstone_column	ctm	-60	100	-70
326	chipped:cut_blue_ice_column	ctm	-58	100	-70
327	chipped:cut_borderless_bricks_column	ctm	-56	100	-70
328	chipped:cut_bricks_column	ctm	-54	100	-70
329	chipped:cut_calcite_column	ctm	-52	100	-70
330	chipped:cut_clay_column	ctm	-50	100	-70
331	chipped:cut_coal_block_column	ctm	-48	100	-70
332	chipped:cut_cobblestone_column	ctm	-46	100	-70
333	chipped:cut_crying_obsidian_column	ctm	-44	100	-70
334	chipped:cut_dark_prismarine_column	ctm	-42	100	-70
335	chipped:cut_deepslate_column	ctm	-40	100	-70
336	chipped:cut_diorite_column	ctm	-38	100	-70
337	chipped:cut_dirt_column	ctm	-36	100	-70
338	chipped:cut_dripstone_block_column	ctm	-34	100	-70
339	chipped:cut_end_stone_column	ctm	-32	100	-70
340	chipped:cut_gilded_blackstone_column	ctm	-30	100	-70
341	chipped:cut_granite_column	ctm	-28	100	-70
342	chipped:cut_ice_column	ctm	-26	100	-70
343	chipped:cut_lapis_block_column	ctm	-24	100	-70
344	chipped:cut_lodestone_column	ctm	-22	100	-70
345	chipped:cut_magma_block_column	ctm	-20	100	-70
346	chipped:cut_mossy_cobblestone_column	ctm	-18	100	-70
347	chipped:cut_mossy_stone_bricks_column	ctm	-16	100	-70
348	chipped:cut_nether_bricks_column	ctm	-14	100	-70
349	chipped:cut_netherrack_column	ctm	-12	100	-70
350	chipped:cut_obsidian_column	ctm	-10	100	-70
351	chipped:cut_packed_ice_column	ctm	-86	100	-68
352	chipped:cut_prismarine_column	ctm	-84	100	-68
353	chipped:cut_purpur_block_column	ctm	-82	100	-68
354	chipped:cut_quartz_block_column	ctm	-80	100	-68
355	chipped:cut_raw_copper_block_column	ctm	-78	100	-68
356	chipped:cut_raw_gold_block_column	ctm	-76	100	-68
357	chipped:cut_raw_iron_block_column	ctm	-74	100	-68
358	chipped:cut_red_nether_bricks_column	ctm	-72	100	-68
359	chipped:cut_red_sandstone_column	ctm	-70	100	-68
360	chipped:cut_redstone_block_column	ctm	-68	100	-68
361	chipped:cut_sandstone_column	ctm	-66	100	-68
362	chipped:cut_smooth_stone_column	ctm	-64	100	-68
363	chipped:cut_snow_block_column	ctm	-62	100	-68
364	chipped:cut_stone_column	ctm	-60	100	-68
365	chipped:cut_tuff_column	ctm	-58	100	-68
366	chipped:cyan_concrete_panel	ctm	-56	100	-68
367	chipped:cyan_concrete_pillar	pillar	-54	100	-68
368	chipped:cyan_terracotta_column	pillar	-52	100	-68
369	chipped:cyan_terracotta_pillar	pillar	-50	100	-68
370	chipped:dark_oak_planks_panel	ctm	-48	100	-68
371	chipped:diamond_mud_bricks	giant	-46	100	-68
372	chipped:diamond_mud_bricks_bricks	giant	-44	100	-68
373	chipped:diamond_packed_mud_bricks	giant	-42	100	-68
374	chipped:edged_amethyst_block_bricks	ctm	-40	100	-68
375	chipped:edged_ancient_debris_bricks	ctm	-38	100	-68
376	chipped:edged_andesite_bricks	ctm	-36	100	-68
377	chipped:edged_basalt_bricks	ctm	-34	100	-68
378	chipped:edged_blackstone_bricks	ctm	-32	100	-68
379	chipped:edged_blue_ice_bricks	ctm	-30	100	-68
380	chipped:edged_borderless_bricks_bricks	ctm	-28	100	-68
381	chipped:edged_bricks_bricks	ctm	-26	100	-68
382	chipped:edged_calcite_bricks	ctm	-24	100	-68
383	chipped:edged_clay_bricks	ctm	-22	100	-68
384	chipped:edged_coal_block_bricks	ctm	-20	100	-68
385	chipped:edged_cobblestone_bricks	ctm	-18	100	-68
386	chipped:edged_crying_obsidian_bricks	ctm	-16	100	-68
387	chipped:edged_dark_prismarine_bricks	ctm	-14	100	-68
388	chipped:edged_deepslate_bricks	ctm	-12	100	-68
389	chipped:edged_diorite_bricks	ctm	-10	100	-68
390	chipped:edged_dirt_bricks	ctm	-86	100	-66
391	chipped:edged_dripstone_block_bricks	ctm	-84	100	-66
392	chipped:edged_end_stone_bricks	ctm	-82	100	-66
393	chipped:edged_gilded_blackstone_bricks	ctm	-80	100	-66
394	chipped:edged_granite_bricks	ctm	-78	100	-66
395	chipped:edged_ice_bricks	ctm	-76	100	-66
396	chipped:edged_lapis_block_bricks	ctm	-74	100	-66
397	chipped:edged_lodestone_bricks	ctm	-72	100	-66
398	chipped:edged_magma_block_bricks	ctm	-70	100	-66
399	chipped:edged_mossy_cobblestone_bricks	ctm	-68	100	-66
400	chipped:edged_mossy_stone_bricks_bricks	ctm	-66	100	-66
401	chipped:edged_mud_bricks	ctm	-64	100	-66
402	chipped:edged_mud_bricks_bricks	ctm	-62	100	-66
403	chipped:edged_nether_bricks_bricks	ctm	-60	100	-66
404	chipped:edged_netherrack_bricks	ctm	-58	100	-66
405	chipped:edged_obsidian_bricks	ctm	-56	100	-66
406	chipped:edged_packed_ice_bricks	ctm	-54	100	-66
407	chipped:edged_packed_mud_bricks	ctm	-52	100	-66
408	chipped:edged_prismarine_bricks	ctm	-50	100	-66
409	chipped:edged_purpur_block_bricks	ctm	-48	100	-66
410	chipped:edged_quartz_block_bricks	ctm	-46	100	-66
411	chipped:edged_raw_copper_block_bricks	ctm	-44	100	-66
412	chipped:edged_raw_gold_block_bricks	ctm	-42	100	-66
413	chipped:edged_raw_iron_block_bricks	ctm	-40	100	-66
414	chipped:edged_red_nether_bricks_bricks	ctm	-38	100	-66
415	chipped:edged_red_sandstone_bricks	ctm	-36	100	-66
416	chipped:edged_redstone_block_bricks	ctm	-34	100	-66
417	chipped:edged_sandstone_bricks	ctm	-32	100	-66
418	chipped:edged_smooth_stone_bricks	ctm	-30	100	-66
419	chipped:edged_snow_block_bricks	ctm	-28	100	-66
420	chipped:edged_stone_bricks	ctm	-26	100	-66
421	chipped:edged_tuff_bricks	ctm	-24	100	-66
422	chipped:enclosed_acacia_planks	ctm	-22	100	-66
423	chipped:enclosed_bamboo_planks	ctm	-20	100	-66
424	chipped:enclosed_birch_planks	ctm	-18	100	-66
425	chipped:enclosed_cherry_planks	ctm	-16	100	-66
426	chipped:enclosed_crimson_planks	ctm	-14	100	-66
427	chipped:enclosed_dark_oak_planks	ctm	-12	100	-66
428	chipped:enclosed_jungle_planks	ctm	-10	100	-66
429	chipped:enclosed_mangrove_planks	ctm	-86	100	-64
430	chipped:enclosed_oak_planks	ctm	-84	100	-64
431	chipped:enclosed_spruce_planks	ctm	-82	100	-64
432	chipped:enclosed_warped_planks	ctm	-80	100	-64
433	chipped:fancy_black_stained_glass	ctm	-78	100	-64
434	chipped:fancy_black_stained_glass_pane	pane_ctm	-76	100	-64
435	chipped:fancy_blue_stained_glass	ctm	-74	100	-64
436	chipped:fancy_blue_stained_glass_pane	pane_ctm	-72	100	-64
437	chipped:fancy_brown_stained_glass	ctm	-70	100	-64
438	chipped:fancy_brown_stained_glass_pane	pane_ctm	-68	100	-64
439	chipped:fancy_cyan_stained_glass	ctm	-66	100	-64
440	chipped:fancy_cyan_stained_glass_pane	pane_ctm	-64	100	-64
441	chipped:fancy_gray_stained_glass	ctm	-62	100	-64
442	chipped:fancy_gray_stained_glass_pane	pane_ctm	-60	100	-64
443	chipped:fancy_green_stained_glass	ctm	-58	100	-64
444	chipped:fancy_green_stained_glass_pane	pane_ctm	-56	100	-64
445	chipped:fancy_light_blue_stained_glass	ctm	-54	100	-64
446	chipped:fancy_light_blue_stained_glass_pane	pane_ctm	-52	100	-64
447	chipped:fancy_light_gray_stained_glass	ctm	-50	100	-64
448	chipped:fancy_light_gray_stained_glass_pane	pane_ctm	-48	100	-64
449	chipped:fancy_lime_stained_glass	ctm	-46	100	-64
450	chipped:fancy_lime_stained_glass_pane	pane_ctm	-44	100	-64
451	chipped:fancy_magenta_stained_glass	ctm	-42	100	-64
452	chipped:fancy_magenta_stained_glass_pane	pane_ctm	-40	100	-64
453	chipped:fancy_mud_bricks_pillar	pillar	-38	100	-64
454	chipped:fancy_mud_pillar	pillar	-36	100	-64
